product,orderId,clientId,gender,orderdate,grossmarg
coffee,265,235,female,4/6/2018,45
coffee,733,106,male,2/11/2018,45
coffee,555,156,female,3/21/2018,45
coffee,518,12,male,2/22/2018,45
coffee,202,186,female,3/4/2018,45
coffee,188,202,male,1/18/2018,45
coffee,161,220,female,1/13/2018,45
coffee,185,165,female,1/14/2018,45
coffee,259,104,female,2/16/2018,45
coffee,662,75,male,1/20/2018,45
coffee,222,284,female,1/19/2018,45
coffee,260,239,female,3/15/2018,45
coffee,675,47,male,1/29/2018,45
coffee,80,122,male,1/24/2018,45
coffee,31,43,female,3/28/2018,45
coffee,925,263,female,1/19/2018,45
coffee,802,210,female,1/15/2018,45
coffee,181,165,female,2/19/2018,45
coffee,444,195,female,3/3/2018,45
coffee,393,60,male,3/27/2018,45
coffee,6,34,male,3/16/2018,45
coffee,507,93,female,1/5/2018,45
coffee,665,220,female,2/2/2018,45
coffee,598,79,male,3/12/2018,45
coffee,539,175,female,4/8/2018,45
coffee,487,130,male,1/19/2018,45
coffee,640,252,female,3/31/2018,45
coffee,699,119,male,1/16/2018,45
coffee,83,88,female,1/3/2018,45
coffee,929,23,male,2/17/2018,45
coffee,18,47,male,2/14/2018,45
coffee,237,298,female,2/26/2018,45
coffee,588,83,male,3/13/2018,45
coffee,460,108,male,2/17/2018,45
coffee,292,213,male,3/12/2018,45
coffee,145,258,female,3/18/2018,45
coffee,904,90,female,3/4/2018,45
coffee,209,274,male,2/1/2018,45
coffee,155,219,female,3/12/2018,45
coffee,519,86,female,3/2/2018,45
coffee,20,77,female,1/9/2018,45
coffee,365,289,female,3/2/2018,45
coffee,302,171,female,1/8/2018,45
coffee,195,119,male,4/8/2018,45
coffee,748,97,female,3/5/2018,45
coffee,341,153,male,4/4/2018,45
coffee,728,142,female,1/27/2018,45
coffee,167,295,female,3/22/2018,45
coffee,333,282,female,3/12/2018,45
coffee,375,72,male,4/4/2018,45
coffee,623,224,female,3/11/2018,45
coffee,132,110,male,2/26/2018,45
coffee,916,27,male,3/9/2018,45
coffee,271,215,male,2/2/2018,45
coffee,233,116,female,3/1/2018,45
coffee,169,71,female,1/23/2018,45
coffee,180,207,female,3/3/2018,45
coffee,852,218,male,4/8/2018,45
coffee,181,165,female,2/19/2018,45
coffee,870,60,male,3/18/2018,45
coffee,327,200,male,1/16/2018,45
coffee,523,281,female,1/16/2018,45
coffee,15,280,female,3/11/2018,45
coffee,796,185,male,2/3/2018,45
coffee,25,138,female,3/30/2018,45
coffee,580,120,female,1/10/2018,45
coffee,715,15,female,3/21/2018,45
coffee,349,77,female,2/13/2018,45
coffee,291,253,female,1/13/2018,45
coffee,144,3,female,2/21/2018,45
coffee,941,268,male,1/20/2018,45
coffee,209,274,male,2/1/2018,45
coffee,18,47,male,2/14/2018,45
coffee,432,174,female,4/8/2018,45
coffee,425,106,male,2/16/2018,45
coffee,573,127,male,3/17/2018,45
coffee,417,116,female,2/21/2018,45
coffee,799,283,male,3/3/2018,45
coffee,800,296,male,2/27/2018,45
coffee,276,210,female,1/31/2018,45
coffee,331,163,female,3/26/2018,45
coffee,602,49,female,1/7/2018,45
coffee,393,60,male,3/27/2018,45
coffee,279,13,male,1/27/2018,45
coffee,719,289,female,1/8/2018,45
coffee,1000,273,female,1/6/2018,45
coffee,776,218,male,4/1/2018,45
coffee,343,3,female,4/10/2018,45
coffee,315,76,female,4/3/2018,45
coffee,131,4,female,2/1/2018,45
coffee,195,119,male,4/8/2018,45
coffee,365,289,female,3/2/2018,45
coffee,869,202,male,1/23/2018,45
coffee,758,208,male,1/7/2018,45
coffee,749,279,male,3/21/2018,45
coffee,957,199,female,2/20/2018,45
coffee,48,239,female,3/23/2018,45
coffee,677,139,female,1/19/2018,45
coffee,359,62,female,4/10/2018,45
coffee,71,208,male,1/4/2018,45
coffee,335,62,female,3/27/2018,45
coffee,58,73,male,2/26/2018,45
coffee,780,139,female,3/3/2018,45
coffee,475,136,male,3/29/2018,45
coffee,308,91,female,3/22/2018,45
coffee,781,279,male,1/27/2018,45
coffee,226,162,female,2/13/2018,45
coffee,449,36,female,2/21/2018,45
coffee,725,277,female,2/3/2018,45
coffee,208,293,female,4/11/2018,45
coffee,18,47,male,2/14/2018,45
coffee,441,60,male,3/12/2018,45
coffee,773,250,female,2/4/2018,45
coffee,319,293,female,2/18/2018,45
coffee,518,12,male,2/22/2018,45
coffee,220,123,female,4/10/2018,45
coffee,837,96,female,2/5/2018,45
coffee,451,175,female,4/5/2018,45
coffee,145,258,female,3/18/2018,45
coffee,312,225,female,2/12/2018,45
coffee,592,229,female,4/1/2018,45
coffee,534,168,female,2/1/2018,45
coffee,117,20,male,1/28/2018,45
coffee,54,52,female,3/10/2018,45
coffee,746,171,female,3/5/2018,45
coffee,176,281,female,3/7/2018,45
coffee,867,87,male,1/23/2018,45
coffee,454,43,female,2/27/2018,45
coffee,463,185,male,1/20/2018,45
coffee,513,132,male,4/9/2018,45
coffee,513,132,male,4/9/2018,45
coffee,231,292,female,3/25/2018,45
coffee,46,88,female,1/28/2018,45
coffee,769,267,female,2/17/2018,45
coffee,179,81,female,3/9/2018,45
coffee,396,264,male,3/14/2018,45
coffee,447,172,female,1/30/2018,45
coffee,804,147,male,4/11/2018,45
coffee,335,62,female,3/27/2018,45
coffee,32,57,female,2/26/2018,45
coffee,235,209,male,1/19/2018,45
coffee,515,148,female,2/19/2018,45
coffee,124,66,female,1/27/2018,45
coffee,42,205,female,2/5/2018,45
coffee,843,288,male,3/14/2018,45
coffee,318,205,female,3/18/2018,45
coffee,457,28,female,1/2/2018,45
coffee,181,165,female,2/19/2018,45
coffee,408,153,male,3/16/2018,45
coffee,82,266,male,3/18/2018,45
coffee,590,83,male,2/20/2018,45
coffee,487,130,male,1/19/2018,45
coffee,95,190,male,4/5/2018,45
coffee,459,164,female,4/8/2018,45
coffee,1,166,male,4/7/2018,45
coffee,115,25,female,1/7/2018,45
coffee,682,81,female,3/29/2018,45
coffee,708,281,female,1/27/2018,45
coffee,541,49,female,4/8/2018,45
coffee,183,108,male,2/28/2018,45
coffee,817,147,male,3/12/2018,45
coffee,381,272,male,1/21/2018,45
coffee,461,74,male,1/27/2018,45
coffee,20,77,female,1/9/2018,45
coffee,593,6,female,2/13/2018,45
coffee,575,261,male,1/28/2018,45
coffee,462,59,female,3/3/2018,45
coffee,914,246,male,2/27/2018,45
coffee,147,148,female,1/2/2018,45
coffee,575,261,male,1/28/2018,45
coffee,712,274,male,3/7/2018,45
coffee,383,182,female,1/14/2018,45
coffee,222,284,female,1/19/2018,45
coffee,803,160,female,1/7/2018,45
coffee,100,243,male,3/29/2018,45
coffee,90,62,female,2/17/2018,45
coffee,346,13,male,3/16/2018,45
coffee,485,3,female,2/28/2018,45
coffee,870,60,male,3/18/2018,45
coffee,297,174,female,1/11/2018,45
coffee,686,14,male,3/18/2018,45
coffee,188,202,male,1/18/2018,45
coffee,968,173,male,4/7/2018,45
coffee,494,53,male,2/7/2018,45
coffee,415,178,male,1/28/2018,45
coffee,549,97,female,3/11/2018,45
coffee,467,88,female,1/22/2018,45
coffee,161,220,female,1/13/2018,45
coffee,416,151,female,3/26/2018,45
coffee,264,230,female,1/31/2018,45
coffee,901,60,male,1/9/2018,45
coffee,275,297,female,4/8/2018,45
coffee,773,250,female,2/4/2018,45
coffee,610,113,male,3/27/2018,45
coffee,199,256,male,4/2/2018,45
coffee,127,133,male,2/25/2018,45
coffee,998,42,male,3/20/2018,45
coffee,913,263,female,2/9/2018,45
coffee,972,85,female,1/30/2018,45
coffee,164,264,male,2/26/2018,45
coffee,717,49,female,3/27/2018,45
coffee,856,38,female,2/23/2018,45
coffee,418,141,female,4/7/2018,45
coffee,54,52,female,3/10/2018,45
coffee,392,106,male,3/8/2018,45
coffee,470,187,female,3/1/2018,45
coffee,526,7,female,1/22/2018,45
coffee,453,11,male,1/19/2018,45
coffee,839,140,female,3/25/2018,45
coffee,286,156,female,2/26/2018,45
coffee,10,59,female,4/3/2018,45
coffee,674,278,male,2/8/2018,45
coffee,89,13,male,2/19/2018,45
coffee,63,229,female,2/22/2018,45
coffee,535,152,male,3/21/2018,45
coffee,759,25,female,3/23/2018,45
coffee,334,119,male,1/18/2018,45
coffee,737,210,female,4/8/2018,45
coffee,465,16,female,1/13/2018,45
coffee,169,71,female,1/23/2018,45
coffee,31,43,female,3/28/2018,45
coffee,197,232,male,2/23/2018,45
coffee,779,73,male,1/18/2018,45
coffee,779,73,male,1/18/2018,45
coffee,638,224,female,3/28/2018,45
coffee,871,29,female,4/11/2018,45
coffee,198,39,female,1/22/2018,45
coffee,752,67,male,2/4/2018,45
coffee,698,117,male,3/1/2018,45
coffee,254,190,male,4/11/2018,45
coffee,507,93,female,1/5/2018,45
coffee,282,103,female,2/26/2018,45
coffee,836,255,male,3/6/2018,45
coffee,808,232,male,3/6/2018,45
coffee,988,112,female,3/20/2018,45
coffee,855,93,female,4/4/2018,45
coffee,837,96,female,2/5/2018,45
coffee,114,79,male,2/14/2018,45
coffee,311,159,male,4/8/2018,45
coffee,311,159,male,4/8/2018,45
coffee,86,73,male,3/26/2018,45
coffee,983,5,male,1/17/2018,45
coffee,9,93,female,1/16/2018,45
coffee,670,159,male,1/23/2018,45
coffee,259,104,female,2/16/2018,45
coffee,285,98,male,3/27/2018,45
coffee,867,87,male,1/23/2018,45
coffee,410,200,male,2/10/2018,45
coffee,443,276,male,3/20/2018,45
coffee,480,43,female,1/12/2018,45
coffee,684,28,female,4/3/2018,45
coffee,45,124,male,1/9/2018,45
coffee,818,10,male,2/1/2018,45
coffee,629,46,female,1/12/2018,45
coffee,606,281,female,2/6/2018,45
coffee,965,254,female,3/24/2018,45
coffee,786,290,female,2/18/2018,45
coffee,422,134,male,3/18/2018,45
coffee,31,43,female,3/28/2018,45
coffee,376,126,male,2/18/2018,45
coffee,13,105,male,3/24/2018,45
coffee,205,197,female,2/17/2018,45
coffee,646,108,male,1/28/2018,45
coffee,348,194,female,2/16/2018,45
coffee,625,211,female,1/28/2018,45
coffee,438,295,female,3/13/2018,45
coffee,93,102,male,2/14/2018,45
coffee,732,57,female,3/22/2018,45
coffee,125,234,female,1/26/2018,45
coffee,788,197,female,2/15/2018,45
coffee,153,93,female,3/26/2018,45
coffee,626,23,male,2/11/2018,45
coffee,125,234,female,1/26/2018,45
coffee,43,64,female,3/15/2018,45
coffee,43,64,female,3/15/2018,45
coffee,755,83,male,1/8/2018,45
coffee,408,153,male,3/16/2018,45
coffee,409,270,male,3/16/2018,45
coffee,789,95,female,1/17/2018,45
coffee,913,263,female,2/9/2018,45
coffee,612,54,male,2/25/2018,45
coffee,627,172,female,3/1/2018,45
coffee,409,270,male,3/16/2018,45
coffee,683,227,female,2/2/2018,45
coffee,542,149,female,2/5/2018,45
coffee,69,113,male,2/27/2018,45
coffee,20,77,female,1/9/2018,45
coffee,138,294,female,1/19/2018,45
coffee,784,293,female,1/5/2018,45
coffee,69,113,male,2/27/2018,45
coffee,62,213,male,1/5/2018,45
coffee,46,88,female,1/28/2018,45
coffee,184,283,male,1/5/2018,45
coffee,130,62,female,2/6/2018,45
coffee,314,240,female,1/8/2018,45
coffee,481,36,female,1/4/2018,45
coffee,935,34,male,2/1/2018,45
coffee,288,245,female,2/10/2018,45
coffee,841,204,female,2/23/2018,45
coffee,187,67,male,3/1/2018,45
coffee,242,125,male,1/12/2018,45
coffee,384,78,female,2/6/2018,45
coffee,242,125,male,1/12/2018,45
coffee,494,53,male,2/7/2018,45
coffee,298,106,male,3/7/2018,45
coffee,570,146,female,1/19/2018,45
coffee,189,192,male,3/31/2018,45
coffee,386,198,female,3/18/2018,45
coffee,607,67,male,1/29/2018,45
coffee,639,260,female,3/12/2018,45
coffee,416,151,female,3/26/2018,45
coffee,580,120,female,1/10/2018,45
coffee,360,281,female,2/17/2018,45
coffee,362,27,male,3/5/2018,45
coffee,885,256,male,4/4/2018,45
coffee,762,170,female,1/31/2018,45
coffee,52,75,male,4/10/2018,45
coffee,136,28,female,1/27/2018,45
coffee,137,28,female,1/19/2018,45
coffee,311,159,male,4/8/2018,45
coffee,894,165,female,3/26/2018,45
coffee,913,263,female,2/9/2018,45
coffee,340,163,female,3/3/2018,45
coffee,330,60,male,3/27/2018,45
coffee,824,296,male,3/11/2018,45
coffee,526,7,female,1/22/2018,45
coffee,279,13,male,1/27/2018,45
coffee,622,115,male,1/13/2018,45
coffee,627,172,female,3/1/2018,45
coffee,166,116,female,4/1/2018,45
coffee,933,283,male,3/1/2018,45
coffee,672,187,female,3/25/2018,45
coffee,434,119,male,1/3/2018,45
coffee,905,220,female,2/25/2018,45
coffee,323,248,female,2/24/2018,45
coffee,880,168,female,2/15/2018,45
coffee,287,70,male,1/24/2018,45
coffee,224,18,male,3/23/2018,45
coffee,793,268,male,3/13/2018,45
coffee,557,69,male,3/29/2018,45
coffee,890,24,male,2/14/2018,45
coffee,224,18,male,3/23/2018,45
coffee,141,227,female,3/1/2018,45
coffee,977,39,female,3/28/2018,45
coffee,638,224,female,3/28/2018,45
coffee,994,87,male,2/1/2018,45
coffee,262,141,female,1/11/2018,45
coffee,891,85,female,1/21/2018,45
coffee,950,138,female,1/24/2018,45
coffee,733,106,male,2/11/2018,45
coffee,368,93,female,1/27/2018,45
coffee,639,260,female,3/12/2018,45
coffee,508,234,female,2/13/2018,45
coffee,467,88,female,1/22/2018,45
coffee,835,79,male,1/5/2018,45
coffee,59,98,male,2/13/2018,45
coffee,533,294,female,1/5/2018,45
coffee,451,175,female,4/5/2018,45
coffee,619,28,female,3/20/2018,45
coffee,136,28,female,1/27/2018,45
coffee,469,47,male,3/9/2018,45
coffee,37,221,male,3/16/2018,45
coffee,633,218,male,2/15/2018,45
coffee,784,293,female,1/5/2018,45
coffee,866,13,male,1/24/2018,45
coffee,952,124,male,3/7/2018,45
coffee,642,148,female,2/5/2018,45
coffee,543,189,male,2/22/2018,45
coffee,827,117,male,1/17/2018,45
coffee,991,264,male,2/1/2018,45
coffee,818,10,male,2/1/2018,45
coffee,491,130,male,2/4/2018,45
coffee,810,110,male,2/10/2018,45
coffee,184,283,male,1/5/2018,45
coffee,130,62,female,2/6/2018,45
coffee,675,47,male,1/29/2018,45
coffee,357,170,female,4/6/2018,45
coffee,595,97,female,1/6/2018,45
coffee,616,66,female,2/20/2018,45
coffee,955,265,female,1/26/2018,45
coffee,514,42,male,1/19/2018,45
coffee,957,199,female,2/20/2018,45
coffee,646,108,male,1/28/2018,45
coffee,869,202,male,1/23/2018,45
coffee,42,205,female,2/5/2018,45
coffee,499,94,female,4/3/2018,45
coffee,549,97,female,3/11/2018,45
coffee,957,199,female,2/20/2018,45
coffee,407,176,male,3/24/2018,45
coffee,631,9,female,2/23/2018,45
coffee,42,205,female,2/5/2018,45
coffee,571,182,female,4/6/2018,45
coffee,900,7,female,3/7/2018,45
coffee,667,216,male,1/29/2018,45
coffee,632,176,male,3/22/2018,45
coffee,988,112,female,3/20/2018,45
coffee,854,274,male,2/7/2018,45
coffee,76,218,male,3/6/2018,45
coffee,211,206,female,2/7/2018,45
coffee,425,106,male,2/16/2018,45
coffee,255,219,female,1/7/2018,45
coffee,469,47,male,3/9/2018,45
coffee,641,123,female,1/27/2018,45
coffee,351,72,male,1/8/2018,45
coffee,128,286,female,2/10/2018,45
coffee,293,58,male,3/7/2018,45
coffee,848,296,male,3/12/2018,45
coffee,222,284,female,1/19/2018,45
coffee,175,99,male,1/17/2018,45
coffee,221,270,male,1/26/2018,45
coffee,962,236,female,3/20/2018,45
coffee,523,281,female,1/16/2018,45
coffee,98,3,female,2/25/2018,45
coffee,220,123,female,4/10/2018,45
coffee,356,7,female,2/15/2018,45
coffee,433,67,male,4/4/2018,45
coffee,513,132,male,4/9/2018,45
coffee,435,231,female,3/21/2018,45
coffee,204,280,female,3/8/2018,45
coffee,71,208,male,1/4/2018,45
coffee,215,44,female,4/8/2018,45
coffee,546,83,male,2/24/2018,45
coffee,578,289,female,3/2/2018,45
coffee,696,293,female,3/5/2018,45
coffee,145,258,female,3/18/2018,45
coffee,726,251,male,1/26/2018,45
coffee,905,220,female,2/25/2018,45
coffee,218,115,male,2/14/2018,45
coffee,910,264,male,2/11/2018,45
coffee,398,137,male,1/22/2018,45
coffee,589,268,male,2/8/2018,45
coffee,969,159,male,3/12/2018,45
coffee,853,161,female,1/29/2018,45
coffee,988,112,female,3/20/2018,45
coffee,550,109,female,2/11/2018,45
coffee,822,164,female,2/17/2018,45
coffee,837,96,female,2/5/2018,45
coffee,627,172,female,3/1/2018,45
coffee,490,47,male,2/22/2018,45
coffee,136,28,female,1/27/2018,45
coffee,716,80,male,3/24/2018,45
coffee,533,294,female,1/5/2018,45
coffee,509,73,male,3/28/2018,45
coffee,951,247,female,1/27/2018,45
coffee,104,300,male,1/7/2018,45
coffee,29,204,female,3/5/2018,45
coffee,302,171,female,1/8/2018,45
coffee,838,191,female,1/12/2018,45
coffee,905,220,female,2/25/2018,45
coffee,184,283,male,1/5/2018,45
coffee,456,24,male,3/3/2018,45
coffee,64,117,male,4/4/2018,45
coffee,629,46,female,1/12/2018,45
coffee,783,64,female,1/15/2018,45
coffee,706,225,female,3/9/2018,45
coffee,639,260,female,3/12/2018,45
coffee,712,274,male,3/7/2018,45
coffee,869,202,male,1/23/2018,45
coffee,703,228,female,4/4/2018,45
coffee,889,294,female,2/8/2018,45
coffee,141,227,female,3/1/2018,45
coffee,804,147,male,4/11/2018,45
coffee,80,122,male,1/24/2018,45
coffee,182,177,female,3/15/2018,45
coffee,497,209,male,4/7/2018,45
coffee,510,168,female,1/11/2018,45
coffee,199,256,male,4/2/2018,45
coffee,283,130,male,1/23/2018,45
coffee,699,119,male,1/16/2018,45
coffee,687,167,female,2/10/2018,45
coffee,570,146,female,1/19/2018,45
coffee,475,136,male,3/29/2018,45
coffee,853,161,female,1/29/2018,45
coffee,360,281,female,2/17/2018,45
coffee,225,160,female,4/11/2018,45
coffee,951,247,female,1/27/2018,45
coffee,325,147,male,2/28/2018,45
coffee,713,15,female,2/8/2018,45
coffee,366,244,female,1/22/2018,45
coffee,822,164,female,2/17/2018,45
coffee,754,167,female,3/1/2018,45
coffee,630,286,female,3/23/2018,45
coffee,317,69,male,4/1/2018,45
coffee,429,210,female,3/24/2018,45
coffee,371,70,male,4/8/2018,45
coffee,810,110,male,2/10/2018,45
coffee,402,33,male,4/6/2018,45
coffee,817,147,male,3/12/2018,45
coffee,302,171,female,1/8/2018,45
coffee,246,193,male,2/9/2018,45
coffee,274,113,male,2/21/2018,45
coffee,190,135,female,1/7/2018,45
coffee,23,233,male,3/18/2018,45
coffee,103,74,male,4/7/2018,45
coffee,338,106,male,2/14/2018,45
coffee,199,256,male,4/2/2018,45
coffee,786,290,female,2/18/2018,45
coffee,819,1,male,3/17/2018,45
coffee,344,129,female,3/18/2018,45
coffee,71,208,male,1/4/2018,45
coffee,596,26,male,2/18/2018,45
coffee,132,110,male,2/26/2018,45
coffee,894,165,female,3/26/2018,45
coffee,280,96,female,4/11/2018,45
coffee,493,214,female,3/18/2018,45
coffee,653,160,female,1/31/2018,45
coffee,387,71,female,1/12/2018,45
coffee,425,106,male,2/16/2018,45
coffee,46,88,female,1/28/2018,45
coffee,315,76,female,4/3/2018,45
coffee,327,200,male,1/16/2018,45
coffee,235,209,male,1/19/2018,45
coffee,189,192,male,3/31/2018,45
coffee,241,223,female,3/27/2018,45
coffee,470,187,female,3/1/2018,45
coffee,976,229,female,1/31/2018,45
coffee,271,215,male,2/2/2018,45
coffee,151,74,male,1/17/2018,45
coffee,57,33,male,1/21/2018,45
coffee,737,210,female,4/8/2018,45
coffee,559,81,female,1/18/2018,45
coffee,624,275,female,1/30/2018,45
coffee,868,83,male,2/23/2018,45
coffee,47,229,female,1/19/2018,45
coffee,784,293,female,1/5/2018,45
coffee,663,136,male,1/28/2018,45
coffee,849,254,female,1/9/2018,45
oatmeal bread,1,166,male,4/7/2018,50
oatmeal bread,582,230,female,1/8/2018,50
oatmeal bread,744,275,female,3/28/2018,50
oatmeal bread,247,19,female,1/20/2018,50
oatmeal bread,501,215,male,4/9/2018,50
oatmeal bread,248,206,female,1/8/2018,50
oatmeal bread,166,116,female,4/1/2018,50
oatmeal bread,746,171,female,3/5/2018,50
oatmeal bread,2,276,male,2/18/2018,50
oatmeal bread,2,276,male,2/18/2018,50
oatmeal bread,747,50,male,2/13/2018,50
oatmeal bread,748,97,female,3/5/2018,50
oatmeal bread,78,91,female,2/1/2018,50
oatmeal bread,585,116,female,1/13/2018,50
oatmeal bread,249,39,female,1/25/2018,50
oatmeal bread,79,80,male,1/23/2018,50
oatmeal bread,4,95,female,3/28/2018,50
oatmeal bread,250,14,male,1/2/2018,50
oatmeal bread,250,14,male,1/2/2018,50
oatmeal bread,749,279,male,3/21/2018,50
oatmeal bread,79,80,male,1/23/2018,50
oatmeal bread,4,95,female,3/28/2018,50
oatmeal bread,663,136,male,1/28/2018,50
oatmeal bread,252,136,male,2/3/2018,50
oatmeal bread,252,136,male,2/3/2018,50
oatmeal bread,5,253,female,1/27/2018,50
oatmeal bread,750,184,male,1/13/2018,50
oatmeal bread,5,253,female,1/27/2018,50
oatmeal bread,252,136,male,2/3/2018,50
oatmeal bread,589,268,male,2/8/2018,50
oatmeal bread,507,93,female,1/5/2018,50
oatmeal bread,6,34,male,3/16/2018,50
oatmeal bread,82,266,male,3/18/2018,50
oatmeal bread,753,57,female,1/25/2018,50
oatmeal bread,508,234,female,2/13/2018,50
oatmeal bread,254,190,male,4/11/2018,50
oatmeal bread,7,215,male,4/8/2018,50
oatmeal bread,8,230,female,4/1/2018,50
oatmeal bread,591,211,female,2/5/2018,50
oatmeal bread,510,168,female,1/11/2018,50
oatmeal bread,9,93,female,1/16/2018,50
oatmeal bread,510,168,female,1/11/2018,50
oatmeal bread,838,191,female,1/12/2018,50
oatmeal bread,257,47,male,2/6/2018,50
oatmeal bread,511,89,male,1/21/2018,50
oatmeal bread,511,89,male,1/21/2018,50
oatmeal bread,592,229,female,4/1/2018,50
oatmeal bread,9,93,female,1/16/2018,50
oatmeal bread,10,59,female,4/3/2018,50
oatmeal bread,10,59,female,4/3/2018,50
oatmeal bread,512,130,male,2/19/2018,50
oatmeal bread,839,140,female,3/25/2018,50
oatmeal bread,10,59,female,4/3/2018,50
oatmeal bread,10,59,female,4/3/2018,50
oatmeal bread,89,13,male,2/19/2018,50
oatmeal bread,259,104,female,2/16/2018,50
oatmeal bread,11,202,male,1/8/2018,50
oatmeal bread,513,132,male,4/9/2018,50
oatmeal bread,514,42,male,1/19/2018,50
oatmeal bread,924,266,male,3/8/2018,50
oatmeal bread,12,234,female,2/21/2018,50
oatmeal bread,13,105,male,3/24/2018,50
oatmeal bread,514,42,male,1/19/2018,50
oatmeal bread,515,148,female,2/19/2018,50
oatmeal bread,261,276,male,2/6/2018,50
oatmeal bread,625,211,female,1/28/2018,50
oatmeal bread,760,272,male,3/30/2018,50
oatmeal bread,515,148,female,2/19/2018,50
oatmeal bread,842,169,male,2/3/2018,50
oatmeal bread,515,148,female,2/19/2018,50
oatmeal bread,15,280,female,3/11/2018,50
oatmeal bread,348,194,female,2/16/2018,50
oatmeal bread,15,280,female,3/11/2018,50
oatmeal bread,94,268,male,3/12/2018,50
oatmeal bread,762,170,female,1/31/2018,50
oatmeal bread,17,280,female,1/31/2018,50
oatmeal bread,517,256,male,3/13/2018,50
oatmeal bread,18,47,male,2/14/2018,50
oatmeal bread,600,142,female,2/22/2018,50
oatmeal bread,517,256,male,3/13/2018,50
oatmeal bread,600,142,female,2/22/2018,50
oatmeal bread,183,108,male,2/28/2018,50
oatmeal bread,266,58,male,2/21/2018,50
oatmeal bread,764,212,female,4/4/2018,50
oatmeal bread,602,49,female,1/7/2018,50
oatmeal bread,19,144,female,1/9/2018,50
oatmeal bread,519,86,female,3/2/2018,50
oatmeal bread,269,246,male,3/15/2018,50
oatmeal bread,932,3,female,1/12/2018,50
oatmeal bread,269,246,male,3/15/2018,50
oatmeal bread,184,283,male,1/5/2018,50
oatmeal bread,20,77,female,1/9/2018,50
oatmeal bread,269,246,male,3/15/2018,50
oatmeal bread,520,43,female,1/24/2018,50
oatmeal bread,21,75,male,4/8/2018,50
oatmeal bread,520,43,female,1/24/2018,50
oatmeal bread,520,43,female,1/24/2018,50
oatmeal bread,22,117,male,3/26/2018,50
oatmeal bread,22,117,male,3/26/2018,50
oatmeal bread,22,117,male,3/26/2018,50
oatmeal bread,521,82,female,3/25/2018,50
oatmeal bread,521,82,female,3/25/2018,50
oatmeal bread,521,82,female,3/25/2018,50
oatmeal bread,271,215,male,2/2/2018,50
oatmeal bread,522,8,female,1/9/2018,50
oatmeal bread,272,14,male,1/17/2018,50
oatmeal bread,24,53,male,1/12/2018,50
oatmeal bread,272,14,male,1/17/2018,50
oatmeal bread,771,36,female,3/11/2018,50
oatmeal bread,272,14,male,1/17/2018,50
oatmeal bread,523,281,female,1/16/2018,50
oatmeal bread,771,36,female,3/11/2018,50
oatmeal bread,102,161,female,3/13/2018,50
oatmeal bread,523,281,female,1/16/2018,50
oatmeal bread,26,42,male,4/11/2018,50
oatmeal bread,854,274,male,2/7/2018,50
oatmeal bread,274,113,male,2/21/2018,50
oatmeal bread,27,10,male,4/8/2018,50
oatmeal bread,27,10,male,4/8/2018,50
oatmeal bread,855,93,female,4/4/2018,50
oatmeal bread,27,10,male,4/8/2018,50
oatmeal bread,104,300,male,1/7/2018,50
oatmeal bread,27,10,male,4/8/2018,50
oatmeal bread,774,290,female,3/24/2018,50
